rms,energy,max_amp,low_ratio,mid_ratio,high_ratio,label
1.5883190041408415,630686.7919714797,5.1149,0.3484357915689077,0.12072604607653335,0.5308380452483723,horizontal-misalignment
1.5959028255786532,636723.9102666535,5.0667,0.28762815906873535,0.3033142922277157,0.4090576800333839,horizontal-misalignment
1.6090414384741538,647250.9986673929,5.0821,4.052052931665573,-5.416758036768513,2.3647046172429644,horizontal-misalignment
1.615607419998647,652544.2237013355,5.0949,0.7259341718130748,0.043453604052837276,0.2306124506006119,horizontal-misalignment
1.6233930598698234,658848.6213033502,5.0861,-1.564431830884279,-1.5028312042148428,4.067263290433414,horizontal-misalignment
1.6340106893323376,667495.0632221525,5.0765,-0.4901080938174171,-0.4706612553991458,1.9607692332306044,horizontal-misalignment
1.6436612657383451,675402.8874997883,5.0321,8.995868835425703,-15.879131319981987,7.883261236810784,horizontal-misalignment
1.6431337924456344,674969.4650805334,5.0662,-0.16408668214496883,1.093491023213739,0.0705957386774259,horizontal-misalignment
1.6549555056500922,684716.6925426625,5.0337,-0.6733348369121105,-0.7485574541811766,2.42189211415031,horizontal-misalignment
1.6658941750269796,693798.0753938028,5.0091,-0.17175485203532162,0.052841628438924065,1.1189131373589596,horizontal-misalignment
1.6685182072695555,695985.4680444949,5.032,1.4560809586950543,-1.8847089302854314,1.4286277542396717,horizontal-misalignment
1.6729332387255262,699673.6066025484,5.0522,-2.69171560651099,6.559321087294183,-2.8676061251666862,horizontal-misalignment
1.6765151016198245,702672.9107869468,5.0132,-12.862942878738599,11.06647505261027,2.796470610786804,horizontal-misalignment
1.6770243732826486,703099.8747352667,5.0019,1.0115566846119703,-1.2194716236510748,1.207915096434662,horizontal-misalignment
1.6836983379264838,708707.1884440079,5.0249,0.2245054402419272,0.9793246978203524,-0.20382920114823683,horizontal-misalignment
1.6914865875063279,715278.8578015749,5.0011,0.2785919512205592,0.37925487688800136,0.3421530533128814,horizontal-misalignment
1.702001401434774,724199.2958127132,4.9862,0.28363740470245763,0.3652566566880717,0.3511058446002234,horizontal-misalignment
1.7037655496916593,725701.3592619821,4.967,0.27580329216633975,0.32436467126743473,0.39983191722372347,horizontal-misalignment
1.7025527176047284,724668.5403700552,5.0207,0.18704947224873303,-2.3005230803651813,3.1134742156899775,horizontal-misalignment
1.7109892026858946,731868.0854428766,4.9891,1.3649473021831484,-0.7498162391006544,0.3848682518109677,horizontal-misalignment
1.7133945296104718,733927.2678039585,4.9694,-2.701618061759335,-3.7656310787055087,7.467250064951249,horizontal-misalignment
1.7164417053208278,736540.0857690402,4.9792,-0.1438900378323849,-0.14705533091212897,1.2909466164957721,horizontal-misalignment
1.7219074255016027,741238.3305342074,4.9805,0.7073960059976807,-0.710283989532702,1.0028877876704738,horizontal-misalignment
1.7239865518271316,743029.4355905699,4.9895,6.033869122510235,4.34627573597869,-9.380143639127107,horizontal-misalignment
1.7296880929723206,747952.2329216568,4.9524,-3.6190501830670145,2.94334107129418,1.675708570463622,horizontal-misalignment
1.7316239235292916,749627.3546133321,4.9451,1.178016143971173,-0.914012390895571,0.735996437292266,horizontal-misalignment
1.7341676686406928,751831.3684021711,4.9582,2.116564079607189,-0.6782037862683037,-0.4383600270311407,horizontal-misalignment
1.737129420800829,754401.6385343313,4.9512,3.4015148379853684,-1.057984978052875,-1.3435294252107735,horizontal-misalignment
1.7469866717716163,762987.5558744859,4.951,0.26246673893953115,0.3836755159037183,0.3538575418702965,horizontal-misalignment
1.749565699563893,765241.9732924865,4.914,-1.0322759233342742,-1.0917703152365577,3.124045810399489,horizontal-misalignment
1.7429773672893714,759489.4877506441,4.9322,-105.66601359613445,248.4225892541284,-141.75661397943048,horizontal-misalignment
1.7461749220070366,762278.6654347117,4.9396,0.36059766779836566,0.26947937897202123,0.3699226958820562,horizontal-misalignment
1.74933188392858,765037.4498702387,4.937,0.5312582909184969,0.016080516421864376,0.4526618011410753,horizontal-misalignment
1.751768968730044,767170.5612568607,4.948,-1.6055756868187656,2.169423570198521,0.43615319583446516,horizontal-misalignment
1.7565648137317678,771376.9006901851,4.9276,0.4567076358224627,0.3557842436901047,0.18750833915236909,horizontal-misalignment
1.760233099972466,774602.0431391032,4.936,-3.5964884104773094,3.6093549691298334,0.9871315404868797,horizontal-misalignment
1.7626109880896463,776696.2670360944,4.9198,1.6285323346632519,2.0598165601273615,-2.6883494082097203,horizontal-misalignment
1.765012198045335,778813.899544147,4.9219,-10.218864151052655,-12.812759156353115,24.031627412514716,horizontal-misalignment
1.7674548522210995,780971.0397633226,4.927,-0.9337400528642595,0.5865409337616905,1.3471988121388472,horizontal-misalignment
1.7719066447790786,784910.1497999051,4.9023,0.18732848511804376,0.40997331829614986,0.40269786748699843,horizontal-misalignment
1.7751179574484541,787757.7896702301,4.9193,0.40050206021534357,0.225449144923093,0.3740482694818527,horizontal-misalignment
1.7787785882392038,791010.1524412978,4.9115,1.1130207002622194,-1.1953481206933745,1.0823276928814627,horizontal-misalignment
1.7900022475155464,801023.8074196307,4.9152,-6.036384380225124,-11.965554337317679,19.001942413473216,horizontal-misalignment
1.7900772970448455,801090.9779721156,4.883,0.3568499576726764,0.3068274899862309,0.3363223709650923,horizontal-misalignment
1.7836586488273705,795356.3624459946,4.8851,1.3192927191335346,0.8339207928950138,-1.1532129621827827,horizontal-misalignment
1.7886235441469331,799790.3464950013,4.9259,-25.56497852148451,9.45793612091551,17.107047860094834,horizontal-misalignment
1.7901525132269387,801158.3005071606,4.8751,-1.9018447646345518,5.103483894987512,-2.20163826962701,horizontal-misalignment
1.789682891692046,800738.010238948,4.8697,1.7148470455546567,1.4311949977450267,-2.1460415775865944,horizontal-misalignment
1.7938099201456505,804435.2896492067,4.9086,1.2342269951366296,0.31702582364308296,-0.5512531902874789,horizontal-misalignment
1.8023425900331984,812106.4545230826,4.8887,-0.5932089651780585,0.7480825703324145,0.8451251028892091,horizontal-misalignment
1.5817889540908951,625511.5717646967,5.0885,-0.15447195720232848,2.8471356434082393,-1.6926627202814923,horizontal-misalignment
1.5913278993597546,633078.588495699,5.0947,0.3640221569916203,0.4308345319031037,0.20514337073545538,horizontal-misalignment
1.598357416664209,638684.0531049396,5.0822,0.318016946371906,0.3363049468465198,0.3456781793807248,horizontal-misalignment
1.6248882498307795,660062.8158477091,5.0435,0.12016554502381244,0.35528740917588686,0.5245469452903118,horizontal-misalignment
1.628468804388541,662975.0098060141,5.0583,0.3271173597049169,0.3433411046610162,0.32954144287695936,horizontal-misalignment
1.6279267521467717,662533.7274432738,5.0842,-0.3383832770469091,-0.11942142744110444,1.4578047975610473,horizontal-misalignment
1.6432119006975257,675033.637503143,5.0562,-1.282777430811106,1.0737644892955966,1.2090127301774238,horizontal-misalignment
1.6480022960262437,678975.176015375,5.0701,0.31783561901238333,0.4257162494258929,0.2564480189712732,horizontal-misalignment
1.6514088346343234,681785.0576259344,5.0711,0.55624948027401,0.5750174674884538,-0.13126728124689896,horizontal-misalignment
1.656639036629744,686110.479968484,5.0382,0.583030426580208,0.26095888155148694,0.15601090653633953,horizontal-misalignment
1.666560231560566,694352.9739317965,5.0104,-2.738888278250466,1.9229402863109122,1.8159477230961607,horizontal-misalignment
1.669825046426481,697076.1331026142,5.0101,-0.6829597452334365,0.27500699904528797,1.4079529442668413,horizontal-misalignment
1.6742370536113713,700764.6248516098,5.0016,-8.339358081663878,-9.795701563540435,19.1350578314177,horizontal-misalignment
1.6773178322131834,703345.964169973,4.996,1.9883814081739972,-0.07403831714598305,-0.9143434323312253,horizontal-misalignment
1.6849298413877305,709744.3036111502,4.9829,-1.9686017201932011,4.796076270916915,-1.8274750407524538,horizontal-misalignment
